Transaction;Item;date_time;period_day;weekday_weekend
2618;Ocean Dust & Hair Clay;04/12/2022 14:46;afternoon;weekend
2619;Ocean Dust & Pomade Dapper Stater;04/12/2022 14:50;afternoon;weekend
2619;Crepes;04/12/2022 14:50;afternoon;weekend
2620;Ocean Dust & Hair ClayTote Bag;04/12/2022 14:52;afternoon;weekend
2621;Ocean Dust & Pomade Dapper Stater;04/12/2022 14:54;afternoon;weekend
2621;Shampoo & Face Cleanser & Body Cleanser;04/12/2022 14:54;afternoon;weekend
2622;Ocean Dust & Clayton;04/12/2022 15:02;afternoon;weekend
2623;Shampoo & Face Cleanser & Body Cleanser;04/12/2022 15:41;afternoon;weekend
2624;Pomade Oil Based Fine Shinee;04/12/2022 15:46;afternoon;weekend
2624;Pomade Water Based Dapper Stater;04/12/2022 15:46;afternoon;weekend
2624;Pomade Oil Based Fine Shinee;04/12/2022 15:46;afternoon;weekend
2625;Hair Clay & Hairwax Bundling ;04/12/2022 16:12;afternoon;weekend
2625;Pomade Oil Based Fine Shinee;04/12/2022 16:12;afternoon;weekend
2625;Pomade Oil Based Fine Shinee;04/12/2022 16:12;afternoon;weekend
2625;Pomade Oil Based Fine Shinee;04/12/2022 16:12;afternoon;weekend
2626;Pomade Water Based Dapper Stater;04/12/2022 16:15;afternoon;weekend
2626;Shampoo & Face Cleanser & Body Cleanser;04/12/2022 16:15;afternoon;weekend
2627;Ocean Dust & Hair Clay;04/12/2022 16:19;afternoon;weekend
2627;Ocean Dust & Hair Clay;04/12/2022 16:19;afternoon;weekend
2628;Pomade Oil Based Fine Shinee;05/12/2022 08:25;morning;weekday
2629;Hair Clay & Hairwax Bundling ;05/12/2022 08:35;morning;weekday
2630;Pomade Oil Based Fine Shinee;05/12/2022 08:36;morning;weekday
2630;Hair Clay & Hairwax Bundling ;05/12/2022 08:36;morning;weekday
2630;Parfume Sonar X Smith Date U;05/12/2022 08:36;morning;weekday
2630;Ocean Dust & Clayton;05/12/2022 08:36;morning;weekday
2631;Pomade Oil Based Fine Shinee;05/12/2022 09:04;morning;weekday
2632;Ocean Dust & Hair ClayTote Bag;05/12/2022 09:09;morning;weekday
2633;Hair Clay & Hairwax Bundling ;05/12/2022 09:19;morning;weekday
2634;Pomade Water Based Dashing Slick;05/12/2022 09:20;morning;weekday
2635;Pomade Oil Based Fine Shinee;05/12/2022 09:22;morning;weekday
2636;Hair Clay & Hairwax Bundling ;05/12/2022 09:24;morning;weekday
2637;Hair Clay & Hairwax Bundling ;05/12/2022 09:25;morning;weekday
2638;Shampoo & Face Cleanser & Body Cleanser;05/12/2022 09:28;morning;weekday
2638;Pomade Oil Based Fine Shinee;05/12/2022 09:28;morning;weekday
2638;Ocean Dust & Clayton;05/12/2022 09:28;morning;weekday
2638;Smith Tshirt Collection SS19;05/12/2022 09:28;morning;weekday
2639;Pomade Oil Based Fine Shinee;05/12/2022 09:33;morning;weekday
2639;Pomade Oil Based Fine Shinee;05/12/2022 09:33;morning;weekday
2639;Parfume Sonar X Smith Date U;05/12/2022 09:33;morning;weekday
2639;Ocean Dust & Pomade Dapper Stater;05/12/2022 09:33;morning;weekday
2640;Pomade Oil Based Fine Shinee;05/12/2022 09:33;morning;weekday
2641;Pomade Oil Based Bold ;05/12/2022 09:42;morning;weekday
2641;Shampoo & Face Cleanser & Body Cleanser;05/12/2022 09:42;morning;weekday
2641;Hair Clay & Hairwax Bundling ;05/12/2022 09:42;morning;weekday
2641;Ocean Dust & Pomade Dapper Stater;05/12/2022 09:42;morning;weekday
2642;Ocean Dust & Pomade Dapper Stater;05/12/2022 09:45;morning;weekday
2642;Pomade Oil Based Fine Shinee;05/12/2022 09:45;morning;weekday
2642;Parfume Sonar X Smith Date U;05/12/2022 09:45;morning;weekday
2643;Ocean Dust & Clayton;05/12/2022 09:46;morning;weekday
2643;Shampoo & Face Cleanser & Body Cleanser;05/12/2022 09:46;morning;weekday
2644;Pomade Water Based Dashing Slick;05/12/2022 09:51;morning;weekday
2645;Pomade Oil Based Fine Shinee;05/12/2022 10:07;morning;weekday
2645;Pomade Oil Based Fine Shinee;05/12/2022 10:07;morning;weekday
2646;Pomade Oil Based Fine Shinee;05/12/2022 10:14;morning;weekday
2647;Pomade Oil Based Fine Shinee;05/12/2022 10:40;morning;weekday
2647;Pomade Oil Based Fine Shinee;05/12/2022 10:40;morning;weekday
2647;Ocean Dust & Hair ClayTote Bag;05/12/2022 10:40;morning;weekday
2648;Pomade Oil Based Fine Shinee;05/12/2022 10:41;morning;weekday
2649;Pomade Oil Based Fine Shinee;05/12/2022 10:42;morning;weekday
2649;Ocean Dust & Hair ClayTote Bag;05/12/2022 10:42;morning;weekday
2650;Pomade Oil Based Fine Shinee;05/12/2022 10:52;morning;weekday
2650;Hair Powder Ocean Dust Team NXL;05/12/2022 10:52;morning;weekday
2651;Pomade Water Based Dapper Stater;05/12/2022 10:56;morning;weekday
2651;Hair Clay & Hairwax Bundling ;05/12/2022 10:56;morning;weekday
2651;Pomade Oil Based Fine Shinee;05/12/2022 10:56;morning;weekday
2651;Ocean Dust & Clayton;05/12/2022 10:56;morning;weekday
2651;Hair Clay & Hairwax Bundling ;05/12/2022 10:56;morning;weekday
2652;Ocean Dust & Dapper Statter;05/12/2022 10:58;morning;weekday
2653;Pomade Oil Based Fine Shinee;05/12/2022 11:04;morning;weekday
2653;Pomade Oil Based Fine Shinee;05/12/2022 11:04;morning;weekday
2653;Ocean Dust & Pomade Dapper Stater;05/12/2022 11:04;morning;weekday
2654;Ocean Dust & Hair Clay;05/12/2022 11:09;morning;weekday
2654;Pomade Oil Based Fine Shinee;05/12/2022 11:09;morning;weekday
2654;Ocean Dust & Clayton;05/12/2022 11:09;morning;weekday
2655;Pomade Water Based Dashing Slick;05/12/2022 12:14;afternoon;weekday
2656;Pomade Oil Based Fine Shinee;05/12/2022 12:26;afternoon;weekday
2657;Pomade Oil Based Fine Shinee;05/12/2022 12:33;afternoon;weekday
2659;Hair Clay & Hairwax Bundling ;05/12/2022 12:51;afternoon;weekday
2659;Ocean Dust & Clayton;05/12/2022 12:51;afternoon;weekday
2660;Pomade Oil Based Bold ;05/12/2022 12:56;afternoon;weekday
2660;Hair Powder Ocean Dust Team NXL;05/12/2022 12:56;afternoon;weekday
2661;Pomade Oil Based Fine Shinee;05/12/2022 12:58;afternoon;weekday
2661;Pomade Oil Based Fine Shinee;05/12/2022 12:58;afternoon;weekday
2661;Smith Tshirt Collection SS19;05/12/2022 12:58;afternoon;weekday
2662;Pomade Oil Based Fine Shinee;05/12/2022 13:11;afternoon;weekday
2662;Hair Powder Ocean Dust Team NXL;05/12/2022 13:11;afternoon;weekday
2663;Hair Clay & Hairwax Bundling ;05/12/2022 13:30;afternoon;weekday
2664;Hair Clay & Hairwax Bundling ;05/12/2022 13:31;afternoon;weekday
2665;Hair Clay & Hairwax Bundling ;05/12/2022 13:40;afternoon;weekday
2665;Shampoo & Face Cleanser & Body Cleanser;05/12/2022 13:40;afternoon;weekday
2665;Ocean Dust & Pomade Dapper Stater;05/12/2022 13:40;afternoon;weekday
2666;Pomade Oil Based Fine Shinee;05/12/2022 13:46;afternoon;weekday
2666;Ocean Dust & Hair ClayTote Bag;05/12/2022 13:46;afternoon;weekday
2667;Pomade Water Based Dashing Slick;05/12/2022 13:50;afternoon;weekday
2667;Shampoo & Face Cleanser & Body Cleanser;05/12/2022 13:50;afternoon;weekday
2668;Ocean Dust & Hair Clay;05/12/2022 13:52;afternoon;weekday
2668;Pomade Oil Based Fine Shinee;05/12/2022 13:52;afternoon;weekday
2669;Pomade Oil Based Premium Medium;05/12/2022 14:04;afternoon;weekday
2669;Hairwax Black Jack;05/12/2022 14:04;afternoon;weekday
2670;Pomade Oil Based Fine Shinee;05/12/2022 14:12;afternoon;weekday
2670;Pomade Oil Based Fine Shinee;05/12/2022 14:12;afternoon;weekday
2670;Ocean Dust & Hair ClayTote Bag;05/12/2022 14:12;afternoon;weekday
2670;Hair Powder Ocean Dust Team NXL;05/12/2022 14:12;afternoon;weekday
2671;Smith Tshirt Collection SS19;05/12/2022 14:15;afternoon;weekday
2672;Smith Tshirt Collection SS19;05/12/2022 14:30;afternoon;weekday
2673;Hair Powder Ocean Dust Team NXL;05/12/2022 14:39;afternoon;weekday
2673;Pomade Oil Based Fine Shinee;05/12/2022 14:39;afternoon;weekday
2674;Dandruff Buster Shampoo ;05/12/2022 14:43;afternoon;weekday
2674;Pomade Oil Based Fine Shinee;05/12/2022 14:43;afternoon;weekday
2674;Ocean Dust & Hair ClayTote Bag;05/12/2022 14:43;afternoon;weekday
2674;Hair Powder Ocean Dust Team NXL;05/12/2022 14:43;afternoon;weekday
2675;Ocean Dust & Hair ClayTote Bag;05/12/2022 14:48;afternoon;weekday
2676;Pomade Oil Based Fine Shinee;05/12/2022 15:00;afternoon;weekday
2676;Shampoo & Face Cleanser & Body Cleanser;05/12/2022 15:00;afternoon;weekday
2676;Hair Clay & Hairwax Bundling ;05/12/2022 15:00;afternoon;weekday
2677;Pomade Oil Based Fine Shinee;05/12/2022 15:01;afternoon;weekday
2678;Hair Clay & Hairwax Bundling ;05/12/2022 15:13;afternoon;weekday
2678;Ocean Dust & Pomade Dapper Stater;05/12/2022 15:13;afternoon;weekday
2678;Ocean Dust & Hair Clay;05/12/2022 15:13;afternoon;weekday
2678;Shampoo & Face Cleanser & Body Cleanser;05/12/2022 15:13;afternoon;weekday
2679;Pomade Oil Based Fine Shinee;05/12/2022 15:27;afternoon;weekday
2680;Pomade Oil Based Fine Shinee;05/12/2022 15:45;afternoon;weekday
2680;Hair Clay & Hairwax Bundling ;05/12/2022 15:45;afternoon;weekday
2680;Pomade Oil Based Fine Shinee;05/12/2022 15:45;afternoon;weekday
2681;Smith Tshirt Collection SS19;05/12/2022 16:23;afternoon;weekday
2681;Smith Tshirt Collection SS19;05/12/2022 16:23;afternoon;weekday
2681;Pomade Oil Based Fine Shinee;05/12/2022 16:23;afternoon;weekday
2681;Hair Powder Ocean Dust Team NXL;05/12/2022 16:23;afternoon;weekday
2681;Hair Powder Ocean Dust Team NXL;05/12/2022 16:23;afternoon;weekday
2681;Hair Clay & Hairwax Bundling ;05/12/2022 16:23;afternoon;weekday
2682;Pomade Oil Based Fine Shinee;05/12/2022 16:53;afternoon;weekday
2682;Pomade Oil Based Fine Shinee;05/12/2022 16:53;afternoon;weekday
2682;Hair Clay & Hairwax Bundling ;05/12/2022 16:53;afternoon;weekday
2682;Ocean Dust & Hair Clay;05/12/2022 16:53;afternoon;weekday
2682;Ocean Dust & Pomade Dapper Stater;05/12/2022 16:53;afternoon;weekday
2682;Pomade Oil Based Fine Shinee;05/12/2022 16:53;afternoon;weekday
2683;Pomade Oil Based Fine Shinee;06/12/2022 08:11;morning;weekday
2683;Ocean Dust & Hair Clay;06/12/2022 08:11;morning;weekday
2684;Pomade Water Based Dashing Slick;06/12/2022 08:26;morning;weekday
2685;Pomade Oil Based Fine Shinee;06/12/2022 08:58;morning;weekday
2686;Hairwax Black Jack;06/12/2022 09:20;morning;weekday
2687;Pomade Oil Based Fine Shinee;06/12/2022 09:26;morning;weekday
2687;Hair Clay & Hairwax Bundling ;06/12/2022 09:26;morning;weekday
2688;Ocean Dust & Clayton;06/12/2022 09:27;morning;weekday
2688;Hair Clay & Hairwax Bundling ;06/12/2022 09:27;morning;weekday
2689;Pomade Oil Based Fine Shinee;06/12/2022 09:48;morning;weekday
2690;Dandruff Buster Shampoo ;06/12/2022 09:50;morning;weekday
2690;Smith Tshirt Collection SS19;06/12/2022 09:50;morning;weekday
2690;Hair Clay & Hairwax Bundling ;06/12/2022 09:50;morning;weekday
2690;Ocean Dust & Hair ClayTote Bag;06/12/2022 09:50;morning;weekday
2691;Pomade Oil Based Fine Shinee;06/12/2022 09:51;morning;weekday
2692;Hair Clay & Hairwax Bundling ;06/12/2022 09:51;morning;weekday
2693;Pomade Oil Based Fine Shinee;06/12/2022 09:52;morning;weekday
2693;Pomade Oil Based Fine Shinee;06/12/2022 09:52;morning;weekday
2694;Pomade Oil Based Fine Shinee;06/12/2022 09:53;morning;weekday
2694;Pomade Oil Based Fine Shinee;06/12/2022 09:53;morning;weekday
2694;Ocean Dust & Pomade Dapper Stater;06/12/2022 09:53;morning;weekday
2695;Pomade Oil Based Fine Shinee;06/12/2022 09:54;morning;weekday
2696;Ocean Dust & Clayton;06/12/2022 10:15;morning;weekday
2696;Ocean Dust & Pomade Dapper Stater;06/12/2022 10:15;morning;weekday
2696;Hair Clay & Hairwax Bundling ;06/12/2022 10:15;morning;weekday
2697;Ocean Dust & Hair ClayTote Bag;06/12/2022 10:18;morning;weekday
2697;Pomade Oil Based Fine Shinee;06/12/2022 10:18;morning;weekday
2697;Pomade Oil Based Fine Shinee;06/12/2022 10:18;morning;weekday
2698;Hair Clay & Hairwax Bundling ;06/12/2022 10:25;morning;weekday
2699;Hair Clay & Hairwax Bundling ;06/12/2022 10:28;morning;weekday
2700;Hair Clay & Hairwax Bundling ;06/12/2022 10:30;morning;weekday
2700;Pomade Oil Based Fine Shinee;06/12/2022 10:30;morning;weekday
2701;Hair Clay & Hairwax Bundling ;06/12/2022 10:45;morning;weekday
2701;Shampoo & Face Cleanser & Body Cleanser;06/12/2022 10:45;morning;weekday
2702;Hair Clay & Hairwax Bundling ;06/12/2022 10:49;morning;weekday
2702;Ocean Dust & Hair Clay;06/12/2022 10:49;morning;weekday
2702;Ocean Dust & Hair ClayTote Bag;06/12/2022 10:49;morning;weekday
2703;Shampoo & Face Cleanser & Body Cleanser;06/12/2022 10:52;morning;weekday
2703;Pomade Oil Based Fine Shinee;06/12/2022 10:52;morning;weekday
2704;Ocean Dust & Pomade Dapper Stater;06/12/2022 10:54;morning;weekday
2704;Ocean Dust & Clayton;06/12/2022 10:54;morning;weekday
2704;Hair Clay & Hairwax Bundling ;06/12/2022 10:54;morning;weekday
2705;Pomade Oil Based Fine Shinee;06/12/2022 10:55;morning;weekday
2705;Smith Tshirt Collection SS19;06/12/2022 10:55;morning;weekday
2706;Parfume Sonar X Smith Date U;06/12/2022 10:57;morning;weekday
2707;Pomade Oil Based Fine Shinee;06/12/2022 10:59;morning;weekday
2708;Shampoo & Face Cleanser & Body Cleanser;06/12/2022 11:03;morning;weekday
2709;Dandruff Buster Shampoo ;06/12/2022 11:07;morning;weekday
2709;Ocean Dust & Pomade Dapper Stater;06/12/2022 11:07;morning;weekday
2710;Pomade Oil Based Fine Shinee;06/12/2022 11:07;morning;weekday
2710;Ocean Dust & Clayton;06/12/2022 11:07;morning;weekday
2711;Pomade Oil Based Fine Shinee;06/12/2022 11:08;morning;weekday
2712;Pomade Water Based Dashing Slick;06/12/2022 11:21;morning;weekday
2712;Hair Clay & Hairwax Bundling ;06/12/2022 11:21;morning;weekday
2713;Pomade Water Based Dashing Slick;06/12/2022 11:23;morning;weekday
2713;Pomade Oil Based Fine Shinee;06/12/2022 11:23;morning;weekday
2714;Pomade Oil Based Fine Shinee;06/12/2022 11:45;morning;weekday
2714;Dandruff Buster Shampoo ;06/12/2022 11:45;morning;weekday
2714;Ocean Dust & Clayton;06/12/2022 11:45;morning;weekday
2715;Shampoo & Face Cleanser & Body Cleanser;06/12/2022 12:02;afternoon;weekday
2716;Hair Clay & Hairwax Bundling ;06/12/2022 12:07;afternoon;weekday
2717;Shampoo & Face Cleanser & Body Cleanser;06/12/2022 12:11;afternoon;weekday
2718;Hair Clay & Hairwax Bundling ;06/12/2022 12:24;afternoon;weekday
2718;Pomade Water Based Dashing Slick;06/12/2022 12:24;afternoon;weekday
2719;Pomade Oil Based Fine Shinee;06/12/2022 12:24;afternoon;weekday
2720;Hair Clay & Hairwax Bundling ;06/12/2022 12:35;afternoon;weekday
2721;Hair Clay & Hairwax Bundling ;06/12/2022 12:39;afternoon;weekday
2722;Hair Clay & Hairwax Bundling ;06/12/2022 12:44;afternoon;weekday
2722;Ocean Dust & Hair Clay;06/12/2022 12:44;afternoon;weekday
2723;Pomade Oil Based Fine Shinee;06/12/2022 12:47;afternoon;weekday
2723;Hair Clay & Hairwax Bundling ;06/12/2022 12:47;afternoon;weekday
2724;Ocean Dust & Hair Clay;06/12/2022 12:50;afternoon;weekday
2724;Pomade Oil Based Fine Shinee;06/12/2022 12:50;afternoon;weekday
2725;Pomade Water Based Dashing Slick;06/12/2022 13:02;afternoon;weekday
2726;Hair Clay & Hairwax Bundling ;06/12/2022 13:12;afternoon;weekday
2727;Pomade Oil Based Fine Shinee;06/12/2022 13:14;afternoon;weekday
2728;Pomade Oil Based Fine Shinee;06/12/2022 13:16;afternoon;weekday
2728;Shampoo & Face Cleanser & Body Cleanser;06/12/2022 13:16;afternoon;weekday
2728;Hair Powder Ocean Dust Team NXL;06/12/2022 13:16;afternoon;weekday
2728;Ocean Dust & Hair ClayTote Bag;06/12/2022 13:16;afternoon;weekday
2729;Pomade Oil Based Fine Shinee;06/12/2022 13:22;afternoon;weekday
2729;Hair Clay & Hairwax Bundling ;06/12/2022 13:22;afternoon;weekday
2729;Pomade Water Based Dashing Slick;06/12/2022 13:22;afternoon;weekday
2730;Hair Clay & Hairwax Bundling ;06/12/2022 13:36;afternoon;weekday
2731;Shampoo & Face Cleanser & Body Cleanser;06/12/2022 14:01;afternoon;weekday
2732;Shampoo & Face Cleanser & Body Cleanser;06/12/2022 14:02;afternoon;weekday
2732;Pomade Oil Based Fine Shinee;06/12/2022 14:02;afternoon;weekday
2733;Pomade Oil Based Fine Shinee;06/12/2022 14:10;afternoon;weekday
2734;Hair Powder Ocean Dust Team NXL;06/12/2022 14:29;afternoon;weekday
2734;Shampoo & Face Cleanser & Body Cleanser;06/12/2022 14:29;afternoon;weekday
2734;Smith Tshirt Collection SS19;06/12/2022 14:29;afternoon;weekday
2735;Pomade Oil Based Fine Shinee;06/12/2022 15:09;afternoon;weekday
2735;Pomade Water Based Dashing Slick;06/12/2022 15:09;afternoon;weekday
2735;Smith Tshirt Collection SS19;06/12/2022 15:09;afternoon;weekday
2735;Pomade Water Based Dashing Slick;06/12/2022 15:09;afternoon;weekday
2735;Hair Powder Ocean Dust Team NXL;06/12/2022 15:09;afternoon;weekday
2736;Pomade Oil Based Fine Shinee;06/12/2022 15:29;afternoon;weekday
2736;Hair Clay & Hairwax Bundling ;06/12/2022 15:29;afternoon;weekday
2737;Pomade Oil Based Fine Shinee;06/12/2022 15:30;afternoon;weekday
2738;Shampoo & Face Cleanser & Body Cleanser;06/12/2022 15:44;afternoon;weekday
2738;Pomade Water Based Dashing Slick;06/12/2022 15:44;afternoon;weekday
2739;Hair Clay & Hairwax Bundling ;06/12/2022 15:49;afternoon;weekday
2740;Ocean Dust & Hair Clay;06/12/2022 15:53;afternoon;weekday
2741;Pomade Oil Based Fine Shinee;06/12/2022 16:01;afternoon;weekday
2741;Pomade Oil Based Bold ;06/12/2022 16:01;afternoon;weekday
2742;Pomade Oil Based Fine Shinee;06/12/2022 16:22;afternoon;weekday
2742;Ocean Dust & Hair ClayTote Bag;06/12/2022 16:22;afternoon;weekday
2742;Pomade Water Based Dashing Slick;06/12/2022 16:22;afternoon;weekday
2742;Pomade Oil Based Bold ;06/12/2022 16:22;afternoon;weekday
2743;Hair Clay & Hairwax Bundling ;06/12/2022 16:24;afternoon;weekday
2744;Hair Clay & Hairwax Bundling ;07/12/2022 08:38;morning;weekday
2745;Hair Clay & Hairwax Bundling ;07/12/2022 09:02;morning;weekday
2746;Hair Clay & Hairwax Bundling ;07/12/2022 09:15;morning;weekday
2746;Dandruff Buster Shampoo ;07/12/2022 09:15;morning;weekday
2746;Pomade Oil Based Bold ;07/12/2022 09:15;morning;weekday
2746;Parfume Sonar X Smith Date U;07/12/2022 09:15;morning;weekday
2747;Pomade Oil Based Fine Shinee;07/12/2022 09:21;morning;weekday
2747;Pomade Water Based Dashing Slick;07/12/2022 09:21;morning;weekday
2747;Hair Clay & Hairwax Bundling ;07/12/2022 09:21;morning;weekday
2748;Pomade Oil Based Fine Shinee;07/12/2022 09:25;morning;weekday
2748;Parfume Sonar X Smith Date U;07/12/2022 09:25;morning;weekday
2749;Pomade Oil Based Fine Shinee;07/12/2022 09:26;morning;weekday
2749;Parfume Sonar X Smith Date U;07/12/2022 09:26;morning;weekday
2750;Shampoo & Face Cleanser & Body Cleanser;07/12/2022 09:27;morning;weekday
2751;Shampoo & Face Cleanser & Body Cleanser;07/12/2022 09:29;morning;weekday
2751;Parfume Sonar X Smith Date U;07/12/2022 09:29;morning;weekday
2751;Ocean Dust & Hair Clay;07/12/2022 09:29;morning;weekday
2752;Pomade Water Based Dashing Slick;07/12/2022 10:11;morning;weekday
2753;Hair Clay & Hairwax Bundling ;07/12/2022 10:28;morning;weekday
2753;Pomade Water Based Dashing Slick;07/12/2022 10:28;morning;weekday
2754;Hair Clay & Hairwax Bundling ;07/12/2022 10:58;morning;weekday
2755;Pomade Oil Based Fine Shinee;07/12/2022 11:00;morning;weekday
2755;Pomade Oil Based Fine Shinee;07/12/2022 11:00;morning;weekday
2756;Shampoo & Face Cleanser & Body Cleanser;07/12/2022 11:01;morning;weekday
2756;Smith Tshirt Collection SS19;07/12/2022 11:01;morning;weekday
2757;Hair Clay & Hairwax Bundling ;07/12/2022 11:02;morning;weekday
2758;Pomade Oil Based Fine Shinee;07/12/2022 11:03;morning;weekday
2759;Pomade Oil Based Bold ;07/12/2022 11:13;morning;weekday
2759;Pomade Oil Based Fine Shinee;07/12/2022 11:13;morning;weekday
2759;Shampoo & Face Cleanser & Body Cleanser;07/12/2022 11:13;morning;weekday
2760;Pomade Oil Based Fine Shinee;07/12/2022 11:28;morning;weekday
2760;Ocean Dust & Pomade Dapper Stater;07/12/2022 11:28;morning;weekday
2761;Hair Clay & Hairwax Bundling ;07/12/2022 11:41;morning;weekday
2762;Ocean Dust & Pomade Dapper Stater;07/12/2022 11:42;morning;weekday
2762;Pomade Oil Based Fine Shinee;07/12/2022 11:42;morning;weekday
2763;Pomade Water Based Dashing Slick;07/12/2022 12:03;afternoon;weekday
2763;Shampoo & Face Cleanser & Body Cleanser;07/12/2022 12:03;afternoon;weekday
2764;Hair Clay & Hairwax Bundling ;07/12/2022 12:07;afternoon;weekday
2764;Pomade Oil Based Fine Shinee;07/12/2022 12:07;afternoon;weekday
2765;Pomade Water Based Dashing Slick;07/12/2022 12:08;afternoon;weekday
2766;Hair Clay & Hairwax Bundling ;07/12/2022 12:13;afternoon;weekday
2767;Pomade Water Based Dashing Slick;07/12/2022 12:21;afternoon;weekday
2767;Crepes;07/12/2022 12:21;afternoon;weekday
2768;Hair Clay & Hairwax Bundling ;07/12/2022 12:29;afternoon;weekday
2769;Dandruff Buster Shampoo ;07/12/2022 12:35;afternoon;weekday
2770;Pomade Oil Based Fine Shinee;07/12/2022 12:47;afternoon;weekday
2770;Pomade Oil Based Fine Shinee;07/12/2022 12:47;afternoon;weekday
2770;Dandruff Buster Shampoo ;07/12/2022 12:47;afternoon;weekday
2770;Hair Powder Ocean Dust Team NXL;07/12/2022 12:47;afternoon;weekday
2771;Hair Powder Ocean Dust Team NXL;07/12/2022 12:56;afternoon;weekday
2772;Pomade Oil Based Fine Shinee;07/12/2022 12:57;afternoon;weekday
2772;Pomade Water Based Dapper Stater;07/12/2022 12:57;afternoon;weekday
2773;Ocean Dust & Dapper Statter;07/12/2022 12:59;afternoon;weekday
2774;Hair Clay & Hairwax Bundling ;07/12/2022 13:08;afternoon;weekday
2775;Hair Clay & Hairwax Bundling ;07/12/2022 13:23;afternoon;weekday
2776;Hair Powder Ocean Dust Team NXL;07/12/2022 13:35;afternoon;weekday
2776;Pomade Oil Based Fine Shinee;07/12/2022 13:35;afternoon;weekday
2776;Pomade Water Based Dashing Slick;07/12/2022 13:35;afternoon;weekday
2777;Hair Clay & Hairwax Bundling ;07/12/2022 13:48;afternoon;weekday
2778;Hairwax Black Jack;07/12/2022 14:01;afternoon;weekday
2778;Hairwax Black Jack;07/12/2022 14:01;afternoon;weekday
2778;Ocean Dust & Hair Clay;07/12/2022 14:01;afternoon;weekday
2780;Hair Clay & Hairwax Bundling ;07/12/2022 14:23;afternoon;weekday
2780;Hair Clay & Hairwax Bundling ;07/12/2022 14:23;afternoon;weekday
2781;Pomade Oil Based Fine Shinee;07/12/2022 14:31;afternoon;weekday
2781;Pomade Oil Based Fine Shinee;07/12/2022 14:31;afternoon;weekday
2781;Hair Powder Ocean Dust Team NXL;07/12/2022 14:31;afternoon;weekday
2782;Hair Clay & Hairwax Bundling ;07/12/2022 14:45;afternoon;weekday
2782;Pomade Oil Based Fine Shinee;07/12/2022 14:45;afternoon;weekday
2783;Shampoo & Face Cleanser & Body Cleanser;07/12/2022 14:47;afternoon;weekday
2783;Pomade Oil Based Fine Shinee;07/12/2022 14:47;afternoon;weekday
2785;Shampoo & Face Cleanser & Body Cleanser;07/12/2022 15:16;afternoon;weekday
2785;Pomade Oil Based Fine Shinee;07/12/2022 15:16;afternoon;weekday
2786;Dandruff Buster Shampoo ;07/12/2022 16:00;afternoon;weekday
2787;Pomade Oil Based Fine Shinee;07/12/2022 16:25;afternoon;weekday
2787;Pomade Oil Based Fine Shinee;07/12/2022 16:25;afternoon;weekday
2787;Smith Tshirt Collection SS19;07/12/2022 16:25;afternoon;weekday
2788;Pomade Oil Based Premium Medium;07/12/2022 17:04;evening;weekday
2788;Ocean Dust & Dapper Statter;07/12/2022 17:04;evening;weekday
2788;Pomade Water Based Dashing Slick;07/12/2022 17:04;evening;weekday
2788;Pomade Oil Based Fine Shinee;07/12/2022 17:04;evening;weekday
2789;Pomade Water Based Dashing Slick;08/12/2022 08:26;morning;weekday
2790;Pomade Oil Based Fine Shinee;08/12/2022 08:46;morning;weekday
2790;Hair Clay & Hairwax Bundling ;08/12/2022 08:46;morning;weekday
2791;Ocean Dust & Clayton;08/12/2022 09:03;morning;weekday
2791;Pomade Oil Based Fine Shinee;08/12/2022 09:03;morning;weekday
2792;Pomade Oil Based Fine Shinee;08/12/2022 09:04;morning;weekday
2792;Ocean Dust & Clayton;08/12/2022 09:04;morning;weekday
2793;Pomade Oil Based Fine Shinee;08/12/2022 09:14;morning;weekday
2793;Ocean Dust & Clayton;08/12/2022 09:14;morning;weekday
2794;Pomade Water Based Dapper Stater;08/12/2022 09:18;morning;weekday
2794;Hair Clay & Hairwax Bundling ;08/12/2022 09:18;morning;weekday
2795;Pomade Oil Based Fine Shinee;08/12/2022 09:26;morning;weekday
2796;Pomade Oil Based Fine Shinee;08/12/2022 09:28;morning;weekday
2797;Pomade Oil Based Fine Shinee;08/12/2022 09:32;morning;weekday
2797;Parfume Sonar X Smith Date U;08/12/2022 09:32;morning;weekday
2797;Oil Based Pomade Choco Loco mincepie;08/12/2022 09:32;morning;weekday
2797;Pomade Water Based Dashing Slick;08/12/2022 09:32;morning;weekday
2797;Pomade Oil Based Fine Shinee;08/12/2022 09:32;morning;weekday
2798;Ocean Dust & Pomade Dapper Stater;08/12/2022 09:33;morning;weekday
2798;Hair Clay & Hairwax Bundling ;08/12/2022 09:33;morning;weekday
2799;Pomade Oil Based Fine Shinee;08/12/2022 09:44;morning;weekday
2799;Pomade Water Based Dashing Slick;08/12/2022 09:44;morning;weekday
2800;Pomade Oil Based Fine Shinee;08/12/2022 10:09;morning;weekday
2800;Ocean Dust & Clayton;08/12/2022 10:09;morning;weekday
2801;Pomade Oil Based Fine Shinee;08/12/2022 10:16;morning;weekday
2802;Pomade Oil Based Fine Shinee;08/12/2022 10:40;morning;weekday
2803;Hair Clay & Hairwax Bundling ;08/12/2022 10:53;morning;weekday
2803;Pomade Water Based Dashing Slick;08/12/2022 10:53;morning;weekday
2803;Ocean Dust & Hair Clay;08/12/2022 10:53;morning;weekday
